Name,Symbol,Price,Market Cap,24h Change (%),7d Change (%),Volume 24h,Circulating Supply
Telos,TLOS,0.022679177961607774,10107673.319182344,-1.10477824,-4.66369912,1857812.73168761,445680762.164
Diamond,DMD,2.5931462580435243,10076903.772953413,-2.5987882,-9.38594662,39174.776174,3885975.86491563
The Arena,ARENA,0.0019622139097642617,10006948.635886434,-5.88517319,-26.17768257,245059.24682236,5099825552.194082
RSS3,RSS3,0.011421854564842113,9981037.145765511,-4.52346768,-18.59891206,10155231.18742494,873854336.7981924
Arena-Z,A2Z,0.001309514068144661,9970951.087719906,-4.36447094,-10.07622636,4436017.68507802,7614237471.955455
Nibiru,NIBI,0.011371556481467628,9957573.541184286,-10.20423895,-11.75205509,324398.42662504,875656165.2234917
iShares MSCI EAFE Tokenized ETF (Ondo),EFAon,95.46327379907726,9945269.707605343,-0.39640892,-0.1350884,103.29537999,104179.0136858
Unicorn Fart Dust,UFD,0.009923981785382346,9923981.785382345,-9.47176101,2.01233345,2708771.48783039,1000000000.0
iShares Gold Trust Tokenized ETF (Ondo),IAUon,81.43072407545897,9879739.62843734,0.02549254,2.73874768,465634.93482251,121326.9283874
SWEAT,SWEAT,0.0013690529202111585,9843612.31801494,0.27773829,4.90985158,2794054.01034391,7190088982.46
Aria Protocol,ARIAIP,0.029529121227910585,9833197.368894225,-1.7138827,-9.84270068,2384677.91966215,333000000.0
Houdini Swap,LOCK,0.10816605983764167,9820397.917418666,-4.52032305,-7.11171865,6321.94690508,90790012.432358
Tokemak,TOKE,0.11646312393892352,9820015.997706125,-5.22985317,-17.65793234,18682.88710974,84318672.43107796
Puffer,PUFFER,0.055780087545752956,9814456.48049688,-8.2608019,-24.55096597,3962058.21453982,175949105.0
Heima,HEI,0.11495648158859417,9769724.191929035,-6.9148307,-12.5589087,2435138.40518197,84986284.0
Bluefin,BLUE,0.029569842909626838,9761761.895887563,-8.40505008,-25.56971024,4898701.66606661,330125592.0
RACA,RACA,2.362990402727377e-05,9727731.35921349,-1.47991132,-15.04654583,1848384.85917543,411670371068.18915
Codatta,XNY,0.0038907361405814147,9726840.351453537,1.5797243,-16.98116381,5072025.00509488,2500000000.0
